date,sum,weekend
2019-01-05,60402.539999999935,True
2019-01-06,70379.69999999994,True
2019-01-07,68665.76000000007,False
2019-01-08,52695.77999999978,False
2019-01-09,37530.27999999946,False
2019-01-10,37557.15999999979,False
2019-01-11,47890.75999999953,False
2019-01-12,39082.58999999986,True
2019-01-13,45450.57999999985,True
2019-01-14,34195.190000000555,False
2019-01-15,64831.58000000003,False
2019-01-16,28169.690000000453,False
2019-01-17,32498.610000000022,False
2019-01-18,59028.51000000004,False
2019-01-19,28603.66999999992,True
2019-01-20,40329.76999999958,True
2019-01-21,44978.30999999955,False
2019-01-22,23969.110000000306,False
2019-01-23,33529.729999999545,False
2019-01-24,29371.149999999434,False
2019-01-25,38552.43999999959,False
2019-01-26,30165.489999999776,True
2019-01-27,29048.099999999642,True
2019-01-28,25142.850000000333,False
2019-01-29,16942.029999999944,False
2019-01-30,32985.419999999576,False
2019-01-31,47442.799999999865,False
2019-02-01,37880.710000000785,False
2019-02-02,69256.34000000003,True
2019-02-03,69329.45000000013,True
2019-02-04,45566.08999999978,False
2019-02-05,36522.85000000039,False
2019-02-06,38557.219999999616,False
2019-02-07,30619.71000000036,False
2019-02-08,55431.099999999824,False
2019-02-09,84654.79000000002,True
2019-02-10,71362.71999999987,True
2019-02-11,58443.33000000038,False
2019-02-12,84411.37000000032,False
2019-02-13,46692.41999999964,False
2019-02-14,54725.89999999954,False
2019-02-15,32643.640000000356,False
2019-02-16,47147.11999999896,True
2019-02-17,28995.830000000275,True
2019-02-18,32298.350000000253,False
2019-02-19,69047.92000000009,False
2019-02-20,47739.5400000001,False
2019-02-21,57737.13000000008,False
2019-02-22,41108.080000000795,False
2019-02-23,44866.51000000007,True
2019-02-24,37350.99000000001,True
2019-02-25,36661.8100000003,False
2019-02-26,35704.34000000018,False
2019-02-27,33021.53000000009,False
2019-02-28,49967.40000000004,False
2019-03-01,54843.390000000305,False
2019-03-02,70018.18999999993,True
2019-03-03,76891.92999999975,True
2019-03-04,39852.89000000047,False
2019-03-05,56229.05000000009,False
2019-03-06,27774.910000000295,False
2019-03-07,44766.010000000075,False
2019-03-08,40846.55000000005,False
2019-03-09,50080.84999999996,True
2019-03-10,23974.170000000136,True
2019-03-11,53639.970000000074,False
2019-03-12,52473.7200000001,False
2019-03-13,38236.35000000047,False
2019-03-14,56685.83000000002,False
2019-03-15,28811.74000000026,False
2019-03-16,50271.45000000018,True
2019-03-17,61062.13999999998,True
2019-03-18,36042.39000000031,False
2019-03-19,46319.350000000086,False
2019-03-20,38580.0000000001,False
2019-03-21,58321.61000000007,False
2019-03-22,43627.43000000004,False
2019-03-23,64691.18999999998,True
2019-03-24,63146.43999999998,True
2019-03-25,33710.30000000009,False
2019-03-26,29506.190000000235,False
2019-03-27,33994.40000000015,False
2019-03-28,41126.88000000016,False
2019-03-29,36085.690000000155,False
2019-03-30,74800.07,True
2019-03-31,77473.19999999975,True
2019-04-01,41285.45,False
2019-04-02,45081.84000000001,False
2019-04-03,35922.05000000041,False
2019-04-04,26298.03000000005,False
2019-04-05,39640.980000000105,False
2019-04-06,58295.910000000156,True
2019-04-07,69792.48999999998,True
2019-04-08,66648.77000000003,False
2019-04-09,53420.320000000094,False
2019-04-10,58820.44000000004,False
2019-04-11,28019.600000000144,False
2019-04-12,77785.74999999996,False
2019-04-13,67161.06999999982,True
2019-04-14,78556.23999999983,True
2019-04-15,73713.43,False
2019-04-16,110205.06999999995,False
2019-04-17,52520.75000000019,False
2019-04-18,34066.750000000284,False
2019-04-19,62419.39000000004,False
2019-04-20,88467.27999999998,True
2019-04-21,81381.61000000016,True
2019-04-22,50826.120000000235,False
2019-04-23,40011.57999999996,False
2019-04-24,43755.41000000035,False
2019-04-25,60292.46999999994,False
2019-04-26,62584.700000000536,False
2019-04-27,61483.790000000175,True
2019-04-28,50213.63000000013,True
2019-04-29,68934.9400000002,False
2019-04-30,79940.73000000005,False
2019-05-01,79849.9999999999,False
2019-05-02,60207.8500000007,False
2019-05-03,72432.85999999958,False
2019-05-04,104590.07999999994,True
2019-05-05,101240.95999999973,True
2019-05-06,92702.64000000019,False
2019-05-07,63278.82999999984,False
2019-05-08,46451.169999999984,False
2019-05-09,60658.36000000007,False
2019-05-10,57104.46999999986,False
2019-05-11,49064.60999999997,True
2019-05-12,65559.58999999988,True
2019-05-13,48712.06000000014,False
2019-05-14,42869.11000000087,False
2019-05-15,46045.16000000033,False
2019-05-16,42862.83000000037,False
2019-05-17,58077.91999999985,False
2019-05-18,105275.40000000004,True
2019-05-19,120285.67999999993,True
2019-05-20,97589.74999999959,False
2019-05-21,69005.86000000002,False
2019-05-22,73099.85999999935,False
2019-05-23,41178.590000000346,False
2019-05-24,58742.28000000029,False
2019-05-25,72671.49000000049,True
2019-05-26,73881.54000000037,True
2019-05-27,49235.560000000165,False
2019-05-28,66687.65999999961,False
2019-05-29,54643.960000000254,False
2019-05-30,46426.72000000026,False
2019-05-31,65358.72999999987,False
2019-06-01,64951.71999999985,True
2019-06-02,61412.85999999977,True
2019-06-03,86004.09999999998,False
2019-06-04,87051.81999999998,False
2019-06-05,51472.67000000047,False
2019-06-06,52452.55000000004,False
2019-06-07,45461.85000000043,False
2019-06-08,67181.80000000012,True
2019-06-09,68415.82000000021,True
2019-06-10,53755.81000000018,False
2019-06-11,60377.8300000001,False
2019-06-12,28521.28000000019,False
2019-06-13,78859.89999999995,False
2019-06-14,58817.3900000007,False
2019-06-15,92510.52999999996,True
2019-06-16,83223.40999999986,True
2019-06-17,41122.22000000058,False
2019-06-18,78551.12999999999,False
2019-06-19,34714.590000000644,False
2019-06-20,57178.10999999994,False
2019-06-21,55782.73000000045,False
2019-06-22,39612.99000000014,True
2019-06-23,31072.59000000022,True
2019-06-24,44519.400000000365,False
2019-06-25,34496.78000000032,False
2019-06-26,61997.25999999988,False
2019-06-27,44959.01000000063,False
2019-06-28,58454.49999999985,False
2019-06-29,65770.48000000011,True
2019-06-30,79272.21000000028,True
2019-07-01,50447.650000000096,False
2019-07-02,49254.3600000009,False
2019-07-03,70405.67000000003,False
2019-07-04,42982.680000000495,False
2019-07-05,41623.92000000045,False
2019-07-06,78139.52000000022,True
2019-07-07,71874.64000000039,True
2019-07-08,58029.570000000276,False
2019-07-09,43341.880000000965,False
2019-07-10,28301.230000000276,False
2019-07-11,33960.900000000256,False
2019-07-12,35997.45000000032,False
2019-07-13,70068.32,True
2019-07-14,58593.92999999885,True
2019-07-15,39252.43000000018,False
2019-07-16,18601.110000000357,False
2019-07-17,25750.120000000148,False
2019-07-18,31128.080000000213,False
2019-07-19,51732.91000000042,False
2019-07-20,55084.819999999985,True
2019-07-21,52889.63,True
2019-07-22,37341.240000000296,False
2019-07-23,76066.92000000007,False
2019-07-24,32389.280000000435,False
2019-07-25,33292.720000000176,False
2019-07-26,37923.2400000003,False
2019-07-27,60783.41999999983,True
2019-07-28,41347.970000000125,True
2019-07-29,53216.15999999998,False
2019-07-30,49452.480000000214,False
2019-07-31,35417.52000000043,False
2019-08-01,28079.020000000288,False
2019-08-02,32307.83000000013,False
2019-08-03,48620.14000000026,True
2019-08-04,33939.509999999966,True
2019-08-05,29777.070000000116,False
2019-08-06,41610.920000000195,False
2019-08-07,33027.06000000014,False
2019-08-08,23683.960000000243,False
2019-08-09,34455.55000000034,False
2019-08-10,62436.89000000001,True
2019-08-11,64667.35999999999,True
2019-08-12,66693.67999999989,False
2019-08-13,37203.390000000174,False
2019-08-14,47257.62000000012,False
2019-08-15,26414.29000000019,False
2019-08-16,32182.610000000222,False
2019-08-17,46314.92999999988,True
2019-08-18,65258.87000000007,True
2019-08-19,40149.25000000012,False
2019-08-20,52098.1000000005,False
2019-08-21,46793.57000000019,False
2019-08-22,35295.4200000008,False
2019-08-23,61754.700000000055,False
2019-08-24,73428.34999999999,True
2019-08-25,60614.16000000054,True
2019-08-26,55977.97000000059,False
2019-08-27,78139.05,False
2019-08-28,43002.69000000024,False
2019-08-29,46180.59000000022,False
2019-08-30,37975.530000000224,False
2019-08-31,88836.19999999985,True
2019-09-01,65491.51999999994,True
2019-09-02,41980.37000000007,False
2019-09-03,56788.9000000004,False
2019-09-04,40353.11000000027,False
2019-09-05,28553.92,False
2019-09-06,45745.1900000001,False
2019-09-07,65478.98000000007,True
2019-09-08,72035.43000000015,True
2019-09-09,32321.910000000345,False
2019-09-10,29283.880000000387,False
2019-09-11,35321.5100000002,False
2019-09-12,26343.260000000217,False
2019-09-13,34322.78000000014,False
2019-09-14,33363.8699999999,True
2019-09-15,28865.559999999958,True
2019-09-16,40103.55000000023,False
2019-09-17,33253.65000000043,False
2019-09-18,37026.81000000013,False
2019-09-19,46122.61000000013,False
2019-09-20,22474.110000000022,False
2019-09-21,37628.570000000014,True
2019-09-22,29292.27999999985,True
2019-09-23,24491.35000000029,False
2019-09-24,26729.060000000296,False
2019-09-25,38225.310000000165,False
2019-09-26,64723.02999999989,False
2019-09-27,39308.95000000002,False
2019-09-28,42938.56000000002,True
2019-09-29,31251.879999999954,True
2019-09-30,22754.070000000185,False
2019-10-01,36053.51000000006,False
2019-10-02,34610.00000000017,False
2019-10-03,45222.2700000002,False
2019-10-04,24699.139999999967,False
2019-10-05,33996.210000000065,True
2019-10-06,23705.820000000134,True
2019-10-07,34062.020000000106,False
2019-10-08,42322.47000000023,False
2019-10-09,44352.95000000008,False
2019-10-10,29927.280000000323,False
2019-10-11,22890.160000000207,False
2019-10-12,70536.12000000002,True
2019-10-13,68244.6299999999,True
2019-10-14,65156.919999999984,False
2019-10-15,46712.430000000044,False
2019-10-16,35207.51000000032,False
2019-10-17,33156.69000000013,False
2019-10-18,48183.140000000225,False
2019-10-19,71661.62999999993,True
2019-10-20,67288.48000000001,True
2019-10-21,29911.410000000666,False
2019-10-22,36114.67000000017,False
2019-10-23,41365.24000000015,False
2019-10-24,46617.29000000005,False
2019-10-25,65374.46000000002,False
2019-10-26,51309.869999999995,True
2019-10-27,53940.31999999994,True
2019-10-28,43627.3200000001,False
2019-10-29,44895.30000000026,False
2019-10-30,33537.800000000185,False
2019-10-31,31578.84000000038,False
2019-11-01,62067.650000000016,False
2019-11-02,63688.66999999991,True
2019-11-03,64988.879999999976,True
2019-11-04,32733.520000000324,False
2019-11-05,44843.59000000034,False
2019-11-06,60147.20000000005,False
2019-11-07,30791.119999999944,False
2019-11-08,30623.480000000425,False
2019-11-09,21202.919999999864,True
2019-11-10,26324.25999999998,True
2019-11-11,24011.110000000233,False
2019-11-12,48002.78,False
2019-11-13,20306.650000000012,False
2019-11-14,44630.6200000001,False
2019-11-15,24356.99000000027,False
2019-11-16,38682.8300000001,True
2019-11-17,38987.82999999992,True
2019-11-18,26728.360000000248,False
2019-11-19,21626.280000000348,False
2019-11-20,15747.24000000022,False
2019-11-21,26839.120000000334,False
2019-11-22,31611.500000000233,False
2019-11-23,21529.19000000021,True
2019-11-24,13922.060000000232,True
2019-11-25,21641.690000000308,False
2019-11-26,21965.9200000002,False
2019-11-27,29204.870000000123,False
2019-11-28,23202.76000000018,False
2019-11-29,34560.14000000022,False
2019-11-30,35500.14,True
2019-12-01,30513.03999999984,True
2019-12-02,30849.72000000027,False
2019-12-03,29666.98000000017,False
2019-12-04,16628.900000000238,False
2019-12-05,11356.460000000123,False
2019-12-06,31791.160000000036,False
2019-12-07,47357.669999999984,True
2019-12-08,42420.70999999997,True
2019-12-09,25198.170000000384,False
2019-12-10,14727.929999999871,False
2019-12-11,14645.21000000025,False
2019-12-12,19479.45000000026,False
2019-12-13,25423.420000000246,False
2019-12-14,33054.73999999994,True
2019-12-15,40320.20000000011,True
2019-12-16,41317.58000000002,False
2019-12-17,50058.299999999865,False
2019-12-18,19014.03000000019,False
2019-12-19,26227.060000000292,False
2019-12-20,37771.18000000013,False
2019-12-21,24975.289999999983,True
2019-12-22,37552.01999999992,True
2019-12-23,35725.3000000001,False
2019-12-24,19768.190000000213,False
2019-12-25,39903.62000000038,False
2019-12-26,42569.770000000215,False
2019-12-27,40643.93000000015,False
2019-12-28,75318.80000000028,True
2019-12-29,56159.34000000002,True
2019-12-30,38063.800000000076,False
2019-12-31,35848.77999999989,False
